ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9601,L02,0,FL,33055-, , ,3001,0, , , , ,XXXX,C3,30,68,E,H, , , , ,1,5,M,0,0,,,,,,,,,,,,,,,3,0,16,73,27,14,4,3, , , ,, , , ,Y, , , , ,Y, , , , ,Y, ,Y, , , ,2, ,5673,1303,1539,99,0,0,47,53,32,61,0,0,36,0,0,0,0,0,0,0,0,4,16,16,26,38,42,29,40,45,35,38,40,22,18,23,21,19,11,5,3,15,16,32,22,15,16,2,9,13,18,69,50,30,16,46,14,5,36,300,361,81,53,0,18,18,16,0,0,0,582,589,3,3,70,30,95,5,0,61,85,50,34,91,9,27,3,24,9,14,3,8,20,4,19,38,3,0,0,2,13,70,0,12,31,48,45,20,8,6,12,0,13,1,16,0,20,36,50,61,5000,127,528,250,267,290,304,7876,32,18,21,11,14,3,1,0,0,27,18,23,14,15,2,1,0,0,21,14,16,24,43,57,12,70,22,5,4,0,0,0,2,1,0,13,26,29,5,83,68,82,56,71,51,57,34,67,99,12,7,2,3,8,17,1,3,22,2,13,9,5,7,2,0,9,15,5,1,5,17,7,4,5,3,11,10,5,2,14,4,2,4,72,3,0,117,19,33,23,12,5,4,3,3,32,2,27,7,0,0,0,6,12,0,34,11,21,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,42,60,40,0,1,89,56,25,7,22,0,0,20,45,75,25,0,1,17,5,73,1,0,0,99,0,94,99,94,6,2,6,2,9706,,,,,9601,9601,,,,,,,,,,,,,,,,,L1G, , , , ,P1A,P1G, , , , , , , , , , , , , , , , ,4,9702,11,3,9,,,,,,9603,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,25,1,1,25,9603,25,9603,25,9603,9603,,,25,37051,0,L,1,G,X,X,X,26,A
8901,LEO,0,IN,47618, , ,0,0, , , , ,XXXX,C3,30,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,39,35,43,9,0,0, , , ,1, , , , , , , , , , , , , , , , , , , , ,X,631,189,231,6,0,94,49,51,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,46,36,46,49,26,37,42,21,10,19,24,17,14,10,6,17,14,37,20,12,25,10,23,16,36,48,30,10,2,69,7,6,18,193,274,92,91,4,5,1,1,0,0,0,840,1016,2,2,85,15,96,4,11,39,81,71,33,91,9,6,1,5,9,14,2,22,60,18,0,0,0,7,14,29,62,88,2,2,62,61,61,15,4,5,1,3,10,3,1,1,0,10,23,63,2440,207,649,381,424,421,482,14763,17,15,13,20,23,6,4,0,1,9,12,14,24,28,8,5,0,2,27,4,55,6,27,73,3,83,9,0,0,0,0,0,4,4,3,10,20,24,5,69,69,82,57,76,55,77,67,60,99,3,16,12,3,8,17,0,0,9,3,16,8,2,6,3,3,8,24,6,2,5,13,4,3,2,2,12,8,7,0,8,1,1,6,72,11,2,120,9,6,42,15,8,11,8,3,22,1,18,6,0,0,0,14,28,1,34,28,27,1,0,5,1,43,0,0,4,0,0,0,0,0,0,0,0,0,80,98,0,0,2,99,76,30,15,34,2,7,10,32,43,57,0,0,67,6,21,3,0,2,53,39,68,99,99,4,2,9,7,9706,9606,9604,9604,9603,9602,9601,,,9510,9508,,,,9503,9502,9501,9411,,9410,9409,,9406,L3E,S3E,S3E,S3E,S2E,A1E,A1E, , ,I2E,I2E, , , ,L1E,L1E,L1E,L2E, ,L2E,L2E, ,L4E,23,9702,61,6,14,,,,,,9602,,,9511,9509,,,,,,,,,,,,,,,,,,10,,,10,10,,,,,,,,,,,,,135,15,8,5,9012,11,9101,10,9602,8910,9005,7,9,64065,1,L,3,E,X,X,X,17,B
8901,NTW,28,CA,95603, , ,4101,0, , , , ,XXXX,T2,38,57,E,U, , , , ,,2,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35,39,32,22,1,4, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,1675,403,710,0,99,0,47,53,97,1,1,1,3,0,0,1,0,0,0,0,2,0,0,1,36,42,46,39,48,51,22,39,38,23,12,19,22,12,9,11,15,19,15,26,23,17,28,15,28,34,34,31,17,6,2,46,18,12,25,145,223,60,57,11,40,28,10,5,5,0,1390,1482,4,4,43,57,93,7,2,28,57,42,17,70,30,10,2,9,21,27,9,17,57,23,0,0,0,12,41,79,93,99,2,8,30,47,46,12,4,38,1,0,20,27,9,0,27,58,79,92,6920,67,862,267,337,343,401,13426,23,23,15,19,11,7,0,2,0,14,24,13,21,15,10,0,2,0,27,7,40,5,54,46,9,84,8,0,0,0,0,1,6,1,0,36,19,26,5,54,65,74,56,72,54,75,57,76,0,5,18,10,5,12,18,0,2,13,1,11,1,5,4,2,0,11,14,1,3,2,15,4,5,1,0,9,13,9,10,22,1,4,5,60,8,0,129,2,10,33,25,7,20,3,3,26,3,14,12,0,0,0,17,35,2,39,15,32,14,1,8,1,9,0,0,8,4,0,1,0,0,1,1,0,4,62,94,1,0,4,93,58,24,4,43,0,5,17,20,32,68,0,2,58,2,27,1,0,12,99,0,99,98,97,9,2,2,5,9706,9606,9604,9604,9603,,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4E,S4E,S4E,S4E,S4F, ,S4F,S3F, ,S3F,S3F,S3F,S3F,S3F,A1E,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,27,9702,68,6,14,,,,,,9601,,,9601,9509,,9509,,,,9503,,,,,,9411,,,,,,10,,,5,5,,5,,,,7,,,,,,10,206,22,11,5,9601,20,9209,10,9601,8911,9007,8,9.3636363636,170527,0,L,4,E,X,X,X,37,B
8701,DON,0,AR,72438, , ,1901,0, , , , ,XXXX,R3,51,79, ,U, , , , ,,1,F,,0,,,,,,,,,,,,,,,2,1,23,37,37,2,1,1, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,1169,324,494,0,0,99,45,55,99,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,33,46,49,37,48,52,27,41,40,19,11,22,14,15,12,12,14,15,18,36,20,11,36,21,35,32,32,36,21,8,3,57,13,14,16,156,236,76,70,7,13,6,0,0,0,0,227,307,1,1,57,43,93,7,8,33,66,52,24,83,17,9,2,7,11,28,3,22,54,23,0,0,0,0,2,4,5,13,0,2,24,45,47,13,5,13,0,10,27,14,0,2,0,1,1,5,0,179,640,134,185,171,222,7959,53,26,12,5,2,1,0,0,0,37,35,14,9,3,2,0,0,1,47,16,17,27,45,55,14,60,32,0,0,0,0,0,4,4,4,23,16,25,3,54,56,70,44,65,40,64,53,73,99,4,3,2,1,6,8,4,0,11,10,14,28,6,6,12,0,9,37,5,0,4,10,2,3,4,0,11,1,1,2,2,1,1,8,87,2,0,106,36,26,29,7,1,1,1,0,21,2,17,2,0,1,0,11,23,0,37,18,37,6,1,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,70,98,1,0,1,84,44,7,7,25,1,3,10,36,51,49,0,0,84,10,5,0,0,1,96,4,85,99,72,4,2,6,5,9706,9606,9604,,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,L1E,L2E,L2E,L2E, ,L2E,L2E, ,L2E, ,L3E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,29,9702,75,5,12,,,,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,166,18,13,3,8712,14,9512,14,9512,8703,8710,7,9.2222222222,111904,1,L,1,E,X,X,X,62,C
8701,AML,0,IL,61615, , ,5501,0, , , , ,XXXX,C2,26,43,E,U, , , , ,,1,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,19,38,11,5,1, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,2297,551,1099,99,0,0,40,60,85,13,0,2,1,0,0,1,1,0,0,0,1,0,0,0,45,54,57,46,54,57,17,39,41,19,9,14,15,12,14,14,22,15,15,37,19,14,37,23,36,47,31,22,12,5,2,48,12,18,23,110,194,43,41,6,55,49,48,7,7,0,713,785,3,3,44,56,97,3,6,19,50,41,14,67,33,6,1,5,13,40,3,11,40,34,3,8,2,1,3,19,43,87,0,5,33,49,48,11,4,19,36,0,3,5,46,0,2,8,42,73,6120,175,675,258,358,323,442,16563,30,16,18,12,16,5,1,1,0,13,15,20,16,21,10,3,2,0,41,7,48,9,44,56,9,80,10,4,4,0,0,0,2,5,0,15,15,18,2,53,53,71,42,69,40,75,49,77,0,8,19,15,3,17,19,0,2,9,0,7,7,1,2,0,0,4,19,3,3,1,19,8,2,3,1,12,9,10,8,11,5,1,2,67,13,0,120,10,14,26,23,5,12,10,7,15,3,13,6,0,0,0,14,37,1,19,22,38,9,0,2,0,17,1,0,6,0,0,0,0,0,0,1,0,4,76,94,0,2,3,82,34,4,5,19,0,0,5,34,70,30,2,1,56,1,44,0,0,0,99,0,99,99,99,7,3,9,7,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,L1E,L1E,L2E, ,L2E,L2E, ,L3E, ,L4E,A1E,A1E,A2E,A2E,A2E,A2E,A3E,A3E,28,9702,66,6,13,,,,,,,,,9511,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,94,12,7,3,8701,16,9511,16,9511,8701,8710,9,7.8333333333,96722,1,L,1,F,X,X,X,35,B
9501,GPS,2,SC,29715, , ,3601,0, , , , ,XXXX,T1,35,62,E,H, , , , ,,5,F,8,18,1,0,6,0,1,0,0,0,1,2,0,2,0,0,3,0,35,47,21,5,5,4, , , ,, ,Y, ,Y, , , , , , , , , , , , , , ,Y,1, ,2521,738,862,34,0,66,50,50,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,42,32,42,45,30,32,42,26,12,19,30,20,10,6,3,12,13,33,25,17,13,3,11,12,30,58,35,9,2,69,8,4,19,234,292,83,80,2,6,4,3,0,0,0,981,1073,3,3,83,17,97,3,4,52,86,75,44,94,6,8,2,6,8,9,2,24,65,9,1,2,0,6,19,48,69,88,1,1,62,60,61,16,5,5,1,11,8,3,3,3,7,20,40,86,1520,279,517,386,426,440,479,14940,9,18,14,26,22,9,2,1,1,7,13,13,27,25,11,2,1,1,18,2,42,3,44,56,12,80,16,0,0,0,0,0,0,4,49,3,24,26,2,76,78,87,69,83,64,72,66,99,99,1,16,14,4,9,19,0,0,6,1,17,7,3,3,3,0,9,26,5,8,4,11,7,4,0,3,3,11,2,3,5,5,4,5,77,3,1,120,11,12,28,18,8,16,8,4,28,2,24,7,0,0,0,18,35,2,47,7,21,9,1,12,0,4,0,0,7,1,0,0,0,0,1,0,0,1,56,98,2,0,1,99,82,36,5,11,2,21,51,73,84,16,0,0,7,3,63,19,0,8,33,67,33,99,97,9,2,6,4,9706,9606,9604,,9603,,,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,9409,9409,,,L1F,A1F,A1F, ,A1F, , ,N1E,N1E,N1E,N1E,N1E,N1E, ,F1E,F1E,F1E,F1E, ,P1E,P1E, , ,9,9702,25,4,12,,,,,,,9512,,,,,,,,,,,,,9409,,,,,,,,,20,,,,,,,,,,,,,10,,,30,2,1,10,9409,20,9512,20,9512,9409,9512,15,15,25091,1,L,1,F,X,X,X,17,B
9501,HHH,28,FL,33009, , ,2201,0, , , , ,XXXX,U1,03,76,E,H, , , , ,,4,F,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,34,9,70,10,1,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,3648,986,2045,99,0,0,43,57,98,1,0,0,7,0,0,0,0,0,0,0,1,1,1,3,69,69,70,63,65,66,4,36,37,27,4,7,7,8,14,21,40,15,15,30,20,20,73,39,71,48,43,9,4,1,0,53,8,26,12,104,166,11,10,0,88,87,87,7,4,3,3637,3848,5,5,75,25,68,32,66,4,48,44,4,61,39,0,0,0,15,40,4,3,29,67,0,1,0,91,95,98,99,99,68,7,11,37,41,10,3,1,87,0,1,0,23,0,59,81,86,89,2680,127,528,238,399,367,523,24222,33,18,13,14,9,4,3,1,5,15,15,11,22,15,7,5,2,8,71,2,57,9,44,56,23,74,12,0,0,0,0,0,10,4,3,34,21,26,2,69,31,46,20,45,19,64,16,99,0,0,22,19,0,25,18,0,0,9,3,4,0,0,1,3,0,4,3,2,1,4,21,19,6,3,5,8,7,10,5,10,1,2,10,68,9,0,120,7,15,37,17,2,12,9,2,5,0,2,5,0,0,0,16,34,2,9,17,70,6,0,2,1,7,0,2,2,14,0,4,0,9,1,0,0,25,3,73,6,1,21,79,25,6,10,22,1,1,1,49,95,5,41,11,2,0,95,2,0,0,99,0,99,99,99,20,5,7,11,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,9502,9501,9409,,,,,,L1F,A1F,A1F, ,A1F,A1F,A1F,N2F,N2F,N2F,N2F,N2F,N1E, ,F1E,F1E,F1E,P1E, , , , , ,9,9702,23,4,9,,,,,,,,,,,,,,9504,,,9410,,,,,,,,,,,,,,,,,,,20,,,10,,,,,,30,2,0,10,9410,20,9504,20,9504,9410,9504,6,15,36461,0,L,1,F,X,X,X,10,A
8601,SPN,0,IA,52601, , ,2505,0, , , , ,XXXX,C3,30,73,E,H, , , , ,,2,M,3,19,0,1,3,0,0,0,0,0,0,4,2,1,0,0,3,0,28,55,0,10,2,2, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,671,181,274,0,99,0,49,51,96,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,35,43,47,37,46,50,23,30,46,24,14,19,19,16,13,12,8,11,12,35,25,17,28,11,27,27,37,36,21,6,3,53,12,9,25,162,239,86,86,2,12,10,4,2,0,2,323,344,3,2,77,23,94,6,0,30,66,52,22,80,20,7,2,5,18,23,7,17,60,19,1,1,1,0,0,0,1,14,0,4,43,52,53,13,4,8,4,0,13,5,5,0,2,2,21,67,0,177,682,260,293,315,382,11654,15,28,28,9,16,3,0,0,0,4,26,28,14,24,5,0,0,0,18,6,38,7,24,76,7,77,8,4,4,0,0,0,9,2,0,3,9,12,0,24,79,87,71,81,71,64,60,99,0,7,7,10,3,6,15,0,0,17,2,15,6,6,12,0,0,5,32,4,0,2,23,6,6,2,0,9,1,0,8,10,2,2,3,81,2,0,120,12,21,28,19,17,2,0,1,23,1,19,4,0,0,0,15,28,0,55,18,0,12,0,7,1,32,0,0,7,0,2,0,0,0,1,1,0,0,66,93,4,1,1,97,68,31,13,51,0,0,0,0,20,80,0,0,94,0,6,0,0,0,99,0,93,99,99,5,2,5,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,S2F,S2F,S2F,S2F,S2F,S2F,A1F,A1F, ,A1F,A1F,A1F,S2F,S2F,S2F,S2F,S2F,S2F,33,9702,86,6,13,,,,,,,,,,,,9507,,,,,9412,,,,,,,,,,,,,,,,,20,,,,,20,,,,,,443,34,16,2,8806,20,8612,20,9507,8612,8612,0,13.029411765,76795,1,L,1,F,X,X,X,35,D
9301,ALZ,1,TX,78853, , ,3308,0, , , , ,XXXX,T3,41,64,E,H, , , , ,,5,M,,0,,,,,,,,,,,,,,,2,0,6,41,21,9,3,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,13584,2836,3276,0,0,99,49,51,76,0,5,0,93,0,0,0,0,0,0,0,91,0,0,2,20,35,39,26,38,43,43,37,40,23,21,26,23,13,9,6,2,15,15,32,22,16,14,2,11,13,12,75,61,42,24,64,5,3,28,357,400,79,73,2,3,2,0,1,0,1,270,315,2,1,83,17,81,19,8,69,87,75,59,95,5,9,2,7,8,8,0,28,43,5,0,0,0,0,1,1,4,12,0,18,17,42,41,23,8,3,0,16,11,2,0,2,0,1,4,20,0,271,641,110,119,151,165,4141,65,21,8,3,1,0,0,0,1,62,22,9,4,2,0,0,0,1,14,24,4,57,32,68,5,68,24,1,1,0,0,0,4,3,7,7,15,19,4,51,57,73,41,56,30,31,27,54,75,18,6,3,1,15,10,1,1,14,12,12,11,8,6,13,1,7,19,2,3,4,21,2,3,3,1,5,8,3,4,9,3,3,6,75,5,0,89,55,21,13,7,1,2,1,1,37,1,33,4,0,0,0,3,6,0,41,3,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,52,3,93,0,4,86,47,12,5,10,6,27,53,92,97,3,0,0,3,41,46,0,0,10,93,2,26,77,67,8,2,5,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,,9501,9411,9411,9410,9409,9407,,L2G,A2G,A2G,A2G,A3G,A2G,A2G,A2G,A2G,A2G,A2G,A2G,A2G,A2G,A1G, ,A1G,A1G,A1G,A1G,A1G,A2G, ,20,9702,45,6,13,,,,,,,,,,,,,,9504,,9501,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,155,6,3,15,9512,30,9404,15,9512,9302,9306,4,25.833333333,127588,0,L,2,G,X,X,X,53,D
8601,FRC,0,AZ,85737, , ,1201,0, , , , ,XXXX,T1,35,86,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,1,36,37,31,12,5,1, , , ,,03, , , , , , , , , , , , , , , , , , , ,X,3354,986,1180,81,0,19,50,50,92,1,1,3,7,0,1,1,0,0,0,0,5,0,0,1,35,42,43,35,46,48,29,41,40,19,7,18,32,15,11,10,8,14,18,34,20,14,23,7,22,14,35,51,33,11,3,75,5,5,15,206,284,81,81,0,0,0,0,0,0,0,1206,1337,7,6,95,5,88,12,23,46,84,78,42,93,7,4,1,3,9,10,3,23,54,16,0,1,0,8,28,71,97,99,2,1,66,60,62,15,4,0,0,19,5,0,0,0,74,80,83,89,8520,277,789,390,437,446,484,17214,12,17,13,22,23,9,1,1,2,5,15,13,26,26,12,0,1,2,32,1,53,2,71,29,29,81,13,0,0,0,0,0,1,5,2,10,26,31,5,79,64,76,54,75,51,67,66,99,0,0,22,25,4,15,12,2,2,3,1,11,2,1,1,1,3,7,15,2,3,5,14,6,2,6,1,9,14,7,5,12,5,1,9,68,4,0,140,3,4,22,25,11,24,11,3,27,3,21,6,0,1,0,18,36,3,37,23,31,7,1,11,0,11,0,1,1,2,0,2,0,0,0,1,0,3,30,95,4,1,1,99,71,20,4,6,10,51,78,97,99,0,0,0,55,2,44,0,0,0,98,2,80,99,99,10,2,7,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,,9410,9409,,,L3D,A3D,A3D,A4D,A4D,A4D,A4D,S4D,S3D,S3D,S3D,S3D,S2D, ,A1D,L1D,L1D,L1D, ,L1D,L1D, , ,27,9702,62,5,11,,,,,,,,,,,9507,9507,,,9503,9504,9412,,,,,,,,,,,,,,,,5,5,,,5,6,6,,,,,,62,15,9,2,8706,6,9212,5,9507,8702,8706,4,4.1333333333,138440,0,L,3,D,X,X,X,17,B
8601,FRC,0,LA,71465, , ,2104,0, , , , ,XXXX,R3,51,77,E,U, , , , ,,3,F,,0,,,,,,,,,,,,,,,2,0,28,32,42,9,6,3, , , ,3, , , , , , , , , , , , , , , , , , , , ,X,2815,804,1069,0,0,99,49,51,96,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,42,46,35,46,49,29,35,42,23,13,20,20,14,13,11,8,12,16,36,20,16,27,12,25,23,32,45,25,11,4,64,11,9,16,185,263,72,72,1,7,6,5,0,0,0,351,406,1,1,77,23,85,15,4,40,75,63,33,88,12,8,2,6,11,19,2,22,56,18,1,1,0,0,1,3,10,26,0,2,36,49,52,14,4,3,4,20,14,2,4,3,0,2,4,17,0,327,628,210,234,228,255,8512,36,26,21,11,4,1,0,0,0,27,29,25,12,5,2,0,0,0,33,9,20,18,35,65,3,80,13,2,1,0,0,0,4,2,2,23,18,25,9,51,53,67,41,59,38,52,44,53,95,8,9,5,4,12,11,1,1,10,5,16,7,14,3,3,11,5,20,5,2,5,15,4,4,2,0,9,11,3,3,9,6,3,8,71,4,0,120,18,23,40,10,2,6,2,0,24,1,20,3,0,0,0,13,28,0,32,17,43,6,0,6,3,3,0,0,11,0,0,0,0,0,0,0,0,1,85,97,1,1,1,91,59,16,9,24,2,8,22,43,62,38,0,1,41,17,28,1,0,12,98,2,53,99,87,7,2,7,5,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,9410,9409,,9406,L1E,A1E,A1E, ,A1E,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,L1F,L1F,L1F, ,L1F,L1F, ,L1F,30,9702,75,5,12,,,,,,,,,,9512,,,,,,,9412,,,,,,,,,,,,,,,10,,,,,,,20,,,,,,156,18,12,3,8707,20,9301,10,9512,8608,8706,10,8.6666666667,110771,0,L,1,E,X,X,X,58,D
